domain,phylum,class,order,family,genus
Bacteria,Myxococcota,Polyangia,VHS-B3-70,VHS-B3-70,VHS-B3-70
Bacteria,Myxococcota,Unclassified Myxococcota,Unclassified Myxococcota,Unclassified Myxococcota,Unclassified Myxococcota
Bacteria,Nitrospirota,4-29-1,4-29-1,4-29-1,4-29-1
Bacteria,Nitrospirota,Leptospirillia,Leptospirillales,Leptospirillaceae,Leptospirillum
Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
Bacteria,Nitrospirota,Thermodesulfovibrionia,Uncultured Thermodesulfovibrionia,Uncultured Thermodesulfovibrionia,Uncultured Thermodesulfovibrionia
Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria
Bacteria,Patescibacteria,ABY1,Candidatus_Kerfeldbacteria,Candidatus_Kerfeldbacteria,Candidatus_Kerfeldbacteria
Bacteria,Patescibacteria,ABY1,Candidatus_Komeilibacteria,Candidatus_Komeilibacteria,Candidatus_Komeilibacteria
Bacteria,Patescibacteria,ABY1,Candidatus_Kuenenbacteria,Candidatus_Kuenenbacteria,Candidatus_Kuenenbacteria
Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria
Bacteria,Patescibacteria,ABY1,Candidatus_Uhrbacteria,Candidatus_Uhrbacteria,Candidatus_Uhrbacteria
Bacteria,Patescibacteria,ABY1,Unclassified ABY1,Unclassified ABY1,Unclassified ABY1
Bacteria,Patescibacteria,Berkelbacteria,Berkelbacteria,Berkelbacteria,Berkelbacteria
Bacteria,Patescibacteria,CPR2,CPR2,CPR2,CPR2
Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)
Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Abawacabacteria,Candidatus_Abawacabacteria,Candidatus_Abawacabacteria
Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peregrinibacteria,Candidatus_Peregrinibacteria,Candidatus_Peregrinibacteria
Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peribacteria,Candidatus_Peribacteria,Candidatus_Peribacteria
Bacteria,Patescibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria
Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22,JGI_0000069-P22
Bacteria,Patescibacteria,Gracilibacteria,Unclassified Gracilibacteria,Unclassified Gracilibacteria,Unclassified Gracilibacteria
Bacteria,Patescibacteria,Kazania,Kazania,Kazania,Kazania
Bacteria,Patescibacteria,Microgenomatia,Candidatus_Amesbacteria,Candidatus_Amesbacteria,Candidatus_Amesbacteria
Bacteria,Patescibacteria,Microgenomatia,Candidatus_Chisholmbacteria,Candidatus_Chisholmbacteria,Candidatus_Chisholmbacteria
Bacteria,Patescibacteria,Microgenomatia,Candidatus_Collierbacteria,Candidatus_Collierbacteria,Candidatus_Collierbacteria
Bacteria,Patescibacteria,Microgenomatia,Candidatus_Curtissbacteria,Candidatus_Curtissbacteria,Candidatus_Curtissbacteria
Bacteria,Patescibacteria,Microgenomatia,Candidatus_Daviesbacteria,Candidatus_Daviesbacteria,Candidatus_Daviesbacteria
Bacteria,Patescibacteria,Microgenomatia,Candidatus_Gottesmanbacteria,Candidatus_Gottesmanbacteria,Candidatus_Gottesmanbacteria
Bacteria,Patescibacteria,Microgenomatia,Candidatus_Pacebacteria,Candidatus_Pacebacteria,Candidatus_Pacebacteria
Bacteria,Patescibacteria,Microgenomatia,Candidatus_Roizmanbacteria,Candidatus_Roizmanbacteria,Candidatus_Roizmanbacteria
Bacteria,Patescibacteria,Microgenomatia,Candidatus_Shapirobacteria,Candidatus_Shapirobacteria,Candidatus_Shapirobacteria
Bacteria,Patescibacteria,Microgenomatia,Candidatus_Woesebacteria,Candidatus_Woesebacteria,Candidatus_Woesebacteria
Bacteria,Patescibacteria,Microgenomatia,Candidatus_Woykebacteria,Candidatus_Woykebacteria,Candidatus_Woykebacteria
Bacteria,Patescibacteria,Microgenomatia,Microgenomatia,Microgenomatia,Microgenomatia
Bacteria,Patescibacteria,Microgenomatia,Unclassified Microgenomatia,Unclassified Microgenomatia,Unclassified Microgenomatia
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Adlerbacteria,Candidatus_Adlerbacteria,Candidatus_Adlerbacteria
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Azambacteria,Candidatus_Azambacteria,Candidatus_Azambacteria
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Brennerbacteria,Candidatus_Brennerbacteria,Candidatus_Brennerbacteria
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Campbellbacteria,Candidatus_Campbellbacteria,Candidatus_Campbellbacteria
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Colwellbacteria,Candidatus_Colwellbacteria,Candidatus_Colwellbacteria
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Doudnabacteria,Candidatus_Doudnabacteria,Candidatus_Doudnabacteria
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Giovannonibacteria,Candidatus_Giovannonibacteria,Candidatus_Giovannonibacteria
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Jorgensenbacteria,Candidatus_Jorgensenbacteria,Candidatus_Jorgensenbacteria
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Liptonbacteria,Candidatus_Liptonbacteria,Candidatus_Liptonbacteria
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Lloydbacteria,Candidatus_Lloydbacteria,Candidatus_Lloydbacteria
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Moranbacteria,Candidatus_Moranbacteria,Candidatus_Moranbacteria
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Nomurabacteria,Candidatus_Nomurabacteria,Candidatus_Nomurabacteria
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Ryanbacteria,Candidatus_Ryanbacteria,Candidatus_Ryanbacteria
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Staskawiczbacteria,Candidatus_Staskawiczbacteria,Candidatus_Staskawiczbacteria
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Terrybacteria,Candidatus_Terrybacteria,Candidatus_Terrybacteria
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Vogelbacteria,Candidatus_Vogelbacteria,Candidatus_Vogelbacteria
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Yanofskybacteria,Candidatus_Yanofskybacteria,Candidatus_Yanofskybacteria
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Yonathbacteria,Candidatus_Yonathbacteria,Candidatus_Yonathbacteria
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Zambryskibacteria,Candidatus_Zambryskibacteria,Candidatus_Zambryskibacteria
Bacteria,Patescibacteria,Parcubacteria,CG1-02-42-13,CG1-02-42-13,CG1-02-42-13
Bacteria,Patescibacteria,Parcubacteria,GWA2-38-13b,GWA2-38-13b,GWA2-38-13b
Bacteria,Patescibacteria,Parcubacteria,Parcubacteria,Parcubacteria,Parcubacteria
Bacteria,Patescibacteria,Parcubacteria,Unclassified Parcubacteria,Unclassified Parcubacteria,Unclassified Parcubacteria
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,LWQ8
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,S32,TM7
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Saccharimonadaceae
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7x
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Unclassified Saccharimonadaceae
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadales,Saccharimonadales
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Unclassified Saccharimonadales,Unclassified Saccharimonadales
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,WWH38,WWH38
Bacteria,Patescibacteria,Unclassified Patescibacteria,Unclassified Patescibacteria,Unclassified Patescibacteria,Unclassified Patescibacteria
Bacteria,Patescibacteria,Uncultured Patescibacteria,Uncultured Patescibacteria,Uncultured Patescibacteria,Uncultured Patescibacteria
Bacteria,Patescibacteria,WWE3,WWE3,WWE3,WWE3
Bacteria,Planctomycetota,BD7-11,BD7-11,BD7-11,BD7-11
Bacteria,Planctomycetota,Brocadiae,Brocadiales,GWA2-50-13,GWA2-50-13
Bacteria,Planctomycetota,OM190,OM190,OM190,OM190
Bacteria,Planctomycetota,Phycisphaerae,C86,C86,C86
Bacteria,Planctomycetota,Phycisphaerae,CCM11a,CCM11a,CCM11a
Bacteria,Planctomycetota,Phycisphaerae,mle1-8,mle1-8,mle1-8
Bacteria,Planctomycetota,Phycisphaerae,MSBL9,SG8-4,SG8-4
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,AKAU3564_sediment_group
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,AKYG587
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,I-8
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaeraceae
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Unclassified Phycisphaeraceae
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Uncultured Phycisphaeraceae
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19_marine_sediment_group
Bacteria,Planctomycetota,Phycisphaerae,Pla1_lineage,Pla1_lineage,Pla1_lineage
Bacteria,Planctomycetota,Phycisphaerae,S-70,S-70,S-70
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,CPla-3_termite_group,CPla-3_termite_group
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaeraceae
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaerales,Tepidisphaerales
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Unclassified Tepidisphaerales,Unclassified Tepidisphaerales
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group
Bacteria,Planctomycetota,Phycisphaerae,Unclassified Phycisphaerae,Unclassified Phycisphaerae,Unclassified Phycisphaerae
Bacteria,Planctomycetota,Pla3_lineage,Pla3_lineage,Pla3_lineage,Pla3_lineage
Bacteria,Planctomycetota,Pla4_lineage,Pla4_lineage,Pla4_lineage,Pla4_lineage
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmataceae
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Telmatocola
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Tuwongella
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Unclassified Gemmataceae
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Uncultured Gemmataceae
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Candidatus_Nostocoida
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Isosphaera
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Paludisphaera
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Unclassified Isosphaeraceae
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Uncultured Isosphaeraceae
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Bythopirellula
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,p-1088-a5_gut_group
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir2_lineage
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Roseimaritima
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Unclassified Pirellulaceae
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Uncultured Pirellulaceae
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,Uncultured Gimesiaceae
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Planctomycetales,Planctomycetales
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Unclassified Rubinisphaeraceae
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Uncultured Rubinisphaeraceae
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Planctopirus
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Unclassified Planctomycetales,Unclassified Planctomycetales
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Uncultured Planctomycetales,Uncultured Planctomycetales
Bacteria,Planctomycetota,Planctomycetes,Unclassified Planctomycetes,Unclassified Planctomycetes,Unclassified Planctomycetes
Bacteria,Planctomycetota,Planctomycetes,Uncultured Planctomycetes,Uncultured Planctomycetes,Uncultured Planctomycetes
Bacteria,Planctomycetota,Unclassified Planctomycetota,Unclassified Planctomycetota,Unclassified Planctomycetota,Unclassified Planctomycetota
Bacteria,Planctomycetota,vadinHA49,vadinHA49,vadinHA49,vadinHA49
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidicaldus
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Asaia
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Belnapia
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Endobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Gluconobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Muricoccus
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovarius
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rubritepida
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Siccirubricoccus
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Unclassified Acetobacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Uncultured Acetobacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Elioraeaceae,Elioraea
Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_Incertae_Sedis,Unknown_Family,Acuticoccus
Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_Incertae_Sedis,Unknown_Family,Unknown_Family
Bacteria,Proteobacteria,Alphaproteobacteria,AT-s3-44,AT-s3-44,AT-s3-44
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Desertibacter
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Unclassified Azospirillaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Uncultured Azospirillaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillales_Incertae_Sedis,Stella
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Inquilinaceae,Inquilinus
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Uncultured Azospirillales,Uncultured Azospirillales
Bacteria,Proteobacteria,Alphaproteobacteria,Caedibacterales,Caedibacteraceae,Caedibacter
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,PMMR1
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Unclassified Caulobacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Uncultured Caulobacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,UKL13-1
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Unclassified Hyphomonadaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Amphiplicatus
Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus
Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Uncultured Defluviicoccales,Uncultured Defluviicoccales
Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia
Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Elsteraceae,Uncultured Elsteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Uncultured Elsterales,Uncultured Elsterales
Bacteria,Proteobacteria,Alphaproteobacteria,Ferrovibrionales,Ferrovibrionaceae,Ferrovibrio
Bacteria,Proteobacteria,Alphaproteobacteria,Ferrovibrionales,Ferrovibrionales,Taonella
Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,Candidatus_Bealeia
Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,Uncultured Holosporaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Fodinicurvataceae,Fodinicurvata
Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Fodinicurvataceae,Uncultured Fodinicurvataceae
Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Pelagibius
Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Tagaea
Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Uncultured Kiloniellaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,Uncultured Micavibrionaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Unclassified Micavibrionales,Unclassified Micavibrionales
Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Uncultured Micavibrionales,Uncultured Micavibrionales
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Uncultured Micropepsaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Captivus
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Finniella
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Paracaedibacter
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Unclassified Paracaedibacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Uncultured Paracaedibacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,Parvibaculum
Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,Uncultured Parvibaculaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,EF100-94H03,EF100-94H03
Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillales_Incertae_Sedis,Constrictibacter
Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Uncultured Reyranellaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,A0839
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Amb-16S-1323,Amb-16S-1323
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,1174-901-12
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,alphaI_cluster
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,FFCH5858
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Neo-b11
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Salinarimonas
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Unclassified Beijerinckiaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Uncultured Beijerinckiaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,D05-2,D05-2
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Arsenicitalea
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosiaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Pelagibacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Unclassified Devosiaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Uncultured Devosiaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Unclassified Hyphomicrobiaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Uncultured Hyphomicrobiaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,KF-JG30-B3
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,Labrys
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloceanibacter
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloligellaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Unclassified Methyloligellaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Uncultured Methyloligellaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylopilaceae,Methylopila
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylopilaceae,Unclassified Methylopilaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Chthonobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Pleomorphomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Prosthecomicrobium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Unclassified Pleomorphomonadaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Uncultured Pleomorphomonadaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aliihoeflea
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter
